ID,READER,SUBSET,PROJ.,BOOK ID,CH. TITLE,PROJECT TITLE,SEX,NAME
141819,1645,train-clean-360,1258,124,Bel and the Dragon,Bible (KJV) Apocrypha/Deuterocanon:  Additions to Daniel, M , David Shamp
142276,250,train-clean-100,1284,4276,Chapter 02,North and South, F , Mary Reagan
142345,2094,test-clean,1288,507,"Book 1, Chapter 6: The Hall Farm",Adam Bede, F , amycsj
142396,1737,train-clean-100,1289,291,Prologue: The Olympians,Golden Age, F , Erin Hastings
142727,296,train-clean-360,1316,21077,Book 2   Chapter 4 - Definition of the Emotions,Mind and the Brain, M , Carl Manchester
142744,1776,train-clean-360,1317,5827,Chapter VI - On Induction,Problems of Philosophy, M , Jim Eastman
142776,1963,train-clean-100,1319,10136,012 - Recipes. Chapter 6. Part 5.,Book of Household Management, F , Belinda Brown
142896,1789,train-clean-360,1320,1913,Chapter 25,Drums of Jeopardy, M , Vin Reilly
142912,1743,train-clean-100,1321,3074,THE WATCHMAN OF THE OLD ORCHARD: The Kingbird and the Great Crested Flycatcher.,Burgess Bird Book for Children, M , Bryan Ness
143005,1054,train-clean-360,1326,15143,What Was It? by Fitz-James O-Brien,Famous Modern Ghost Stories, F , Igor Teaforay
143022,639,train-clean-360,1327,1312,A Lonely Ride,Selected Stories of Bret Harte, M , Robert Beach
143262,2093,train-clean-360,1333,21301,How I Talked With My New Friend.,Bunyip Land, M , RK Wilcox
143307,1556,train-clean-360,1335,8082,Over the River,Canyons of the Colorado, M , geofred
143321,207,train-clean-360,1336,499,A False Friend,Tom Swift in the Land of Wonders, M , Kevin McAsh
143361,1874,train-clean-360,1338,734,Chapter XXXIX: Gothic Kingdom of Italy Pt. 2,History of the Decline and Fall of the Roman Empire Vol. IV, M , Ernst Schnell
143477,1509,train-clean-360,1347,208,Chapter 2,Daisy Miller: A Study in Two Parts, F , Miranda Stinson
143483,1769,train-clean-360,1349,11136,Discourse First Part - Opening,Discourse Upon the Origin and the Foundation of the Inequality Among Mankind, M , ej
143521,1913,train-clean-360,1352,3155,Introduction,She, M , Geoff Cowgill
143625,1827,train-clean-360,1358,871,Aphorisms 176 - 181 Appendix A & B ( Appendix B is The Hymn of Cleanthes ),Golden Sayings of Epictetus, M , Doug Wetzel
143879,1926,train-clean-100,1377,2834,Chapter 31,Portrait of a Lady Vol 2, F , Nikki Sullivan
143946,1806,train-clean-360,1379,940,00 - Introduction,Last Of The Mohicans (A Narrative of 1757), M , Gary W. Sherwin
144019,3446,train-clean-360,1384,2512,Chapter XVI -- Beche de Mer English,Cruise of the Snark, F , kayo
144135,1987,train-clean-360,1390,1081,"Part I, Chapter VIII",Dead Souls, M , Michael Macedonia
144485,2401,train-clean-360,1411,766,Enthusiasm,David Copperfield, F , Matt Warzel
144965,1849,train-clean-360,1437,13249,The Unseen Foes Of Wild Life,Our Vanishing Wild Life, M , Kelly Dougherty
145015,2391,train-clean-100,1440,17797,Chapter 2: Description of Steventon--Life at Steventon--Changes of Habits and Customs in the last Century,Memoir of Jane Austen, F , treefingers
145083,1845,train-clean-360,1442,19403,Chapter 22,Murder at Bridge, F , Katie Gibboney
145138,3307,train-clean-360,1446,1887,The Crab Spider,Life of the Spider, M , Doug Allison
145458,254,train-clean-100,1462,3688,Introduction by A.A. Milne,Chronicles of Clovis, M , Alan Davis Drake (1945-2010)
145699,1509,train-clean-360,1477,640,Story of the Emperor's New Clothes,Yellow Fairy Book, F , Miranda Stinson
146111,1422,train-clean-360,1501,2233,Chapter 5,Damsel in Distress, F , Yazpistachio
146161,1737,train-clean-100,1503,21032,Leaf Pattern for Half-Square Shawl,Exercises in Knitting, F , Erin Hastings
146197,1061,train-clean-360,1504,721,A Little Snow-Bird,Birds' Christmas Carol, F , Missie
146346,589,train-clean-360,1511,18470,The Countess de Santiago,Second Latchkey, F , Stephanie Konig
146437,1933,train-clean-360,1515,2814,Part 1,Dead, F , iremonger
146770,1401,train-clean-360,1537,12460,Stag-hunting on a Tricycle,Pomona's Travels, F , Sibella Denton
147036,1963,train-clean-100,1546,20912,THE CONFESSION OF ODETTE RIDER,Daffodil Mystery, F , Belinda Brown
147110,2061,train-clean-360,1550,6026,THE SEA LINK LOST,Chronicles of Canada Volume 08 - Great Fortress : A Chronicle of Louisbourg 1720-1760, F , Jodi Krangle
147149,1993,dev-clean,1553,2153,Jem Wilson's Repulse.,Mary Barton, F , Wendy Belcher
147193,2074,train-clean-360,1554,677,Part 1 of Theseus: How Theseus Lifted the Stone,"Heroes, or Greek Fairy Tales for my Children", M , Tysto
147627,2269,train-clean-360,1575,20740,"Twardowski, the Polish Faust",Myths and Legends of All Nations, F , Rhonda Federman
147956,1988,dev-clean,1592,19810,"Book 1 (The Shimerdas), Chapter 3",My Antonia, F , Ransom
148312,1851,train-clean-360,1600,1430,The Taming of the Shrew,Beautiful Stories from Shakespeare, F , Kehinde
148436,1867,train-clean-100,1605,11093,The First Day,Trailin'!, M , Rowdy Delaney
148521,2240,train-clean-360,1610,816,<b>Part 2: Influence of Democracy on the Feelings of Americans</b> 2.01: Why Democratic Nations Show a More Ardent and Enduring Love of Equality than of Liberty; 2.02: Of Individualism in Democratic Countries,Democracy in America II, M , Ralph Volpi
148550,2230,train-clean-360,1611,11052,Chapter 3,Custom of the Country, F , Isosceles
148920,204,train-clean-360,1623,764,Leyden,Hans Brinker or The Silver Skates, M , Mark F. Smith
148962,1851,train-clean-360,1626,2600,Chapter 04,"War and Peace, Book 04: 1806", F , Kehinde
148989,1737,train-clean-100,1628,3499,Waiting,Jo's Boys, F , Erin Hastings
149033,2074,train-clean-360,1632,21415,Preface,Young Visiters, M , Tysto
149214,2086,dev-clean,1645,77,Preface,House of the Seven Gables (Version 2), M , Nicodemus
149236,1323,train-clean-360,1646,2612,"Chapter XIII, Part 1","History of England, from the Accession of James II - (Volume 3, Chapter 13)", M , Leon Mire
149482,2514,train-clean-100,1660,1000006,"Book Sixth, Chapter 3",Wings of the Dove, M , S. Young
149735,1422,train-clean-360,1668,111,07 - Wherein Freckles Wins Honor,Freckles, F , Yazpistachio
149791,3905,train-clean-360,1672,961,Under Water,Glinda of Oz, F , J. Rebecca Franklin
149874,2277,dev-clean,1676,5267,What Poverty Threatened: Of Granite and Brass,Sister Carrie, F , zinniz
149939,2533,train-clean-360,1679,18000,Ch 19: Lord Chiltern Rides His Horse Bonebreaker,Phineas Finn the Irish Member, M , Steven Proctor
150127,1649,train-clean-360,1682,1557,Chapter 14,Men of Iron, F , Kalynda
150351,1841,train-clean-100,1693,22302,The Native Inhabitants of the Pacific Slope,Western United States, F , Laura Caldwell
150469,2194,train-clean-360,1698,2600,Chapter 21,"War and Peace, Book 05: 1806-1807", F , RobbieRogers
150674,2272,train-clean-360,1707,735,Chapter XLIX: Conquest of Italy by the Franks Pt. I,History of the Decline and Fall of the Roman Empire Vol. V, M , Alec Daitsman
150843,2060,train-clean-360,1715,2604,Chapter 06,Longest Journey, F , Julie Pandya
150915,2334,train-clean-360,1718,228,"Bk 12: The Fortunes of War, pt 1",Aeneid, M , David Lipa
151776,2201,train-clean-360,1756,3300,Ch. 3 That the Division of Labour is Limited by the Extent of the Market,"Wealth of Nations, Book 1", M , Stephen Escalera
151817,1851,train-clean-360,1759,783,"Astounding, Yet True",Lost City, F , Kehinde
152137,2416,train-clean-100,1778,1218,P-1 Ch 6-A Devil's Work,Adventures of Jimmie Dale, F , Julia Albath
152224,1061,train-clean-360,1782,5341,A Tea Table Conversation,Kilmeny of the Orchard, F , Missie
152253,2289,train-clean-100,1784,3725,Attila the Hun,Famous Men of the Middle Ages, M , David Kleparek
152373,2035,dev-clean,1790,6634,06 - Kings of the Seventh Century,"Popular History of Ireland, Book 01", F , Sharon Bautista
152824,2254,train-clean-360,1814,259,The Ballad of The Black Fox Skin,Selections from Ballads of a Cheechako, F , Heidi Preuss
152842,2229,train-clean-360,1815,1640,I Repent,Lilith, M ," Pete Williams, Pittsburgh, PA"
152900,2384,train-clean-100,1817,4229,"Vol I Ch 2: Plan and Preparations, pt 3","South Pole; an account of the Norwegian Antarctic expedition in the Fram, 1910-12", M , Ger
153309,3923,train-clean-360,1839,1851,Sweetwater in a New Role,Woman in the Alcove, M , Sean Michael Hogan
153728,2388,train-clean-360,1859,6630,The Passing of the Constellations,Curiosities of the Sky, M , Greg Bell
153947,2412,dev-clean,1874,1906,Preface,Erewhon, F , calystra
154071,1867,train-clean-100,1880,11880,Two Apparitions,Ronicky Doone, M , Rowdy Delaney
154282,2785,train-clean-360,1893,2083,Book One - XI - Traveling in Chili,In Search of the Castaways, F , humeangel
154671,2427,train-clean-360,1913,6053,02 - LETTER II. Mr. Villars to Lady Howard,Evelina, M , Ed Meade
154825,2518,train-clean-100,1918,10743,Chapter 10 Part (1) THE ESCAPE,Moonfleet, M , Rob Powell
155151,2960,train-clean-360,1933,24518,"The Alchymists, Part 10",Memoirs of Extraordinary Popular Delusions and the Madness of Crowds Volume 1, M , Scotty
155520,2581,train-clean-360,1944,5270,Ch 21 Merle Shirley Overacts,Film Mystery, F , Julie Levi
155646,1923,train-clean-360,1948,13833,05 - The Camp Of The Ghosts,Blackfeet Indian Stories, F , Maire Rhode
155944,2137,train-clean-360,1963,14410,04 - Canto IV - Conclusion,"Gawayne and the Green Knight, version 2", M , Jerome Lawsen
155948,3072,train-clean-360,1965,3335,"Ch 02-The Vigor of Life, pt 2",Theodore Roosevelt: an Autobiography, M , Chris Amos
156014,2494,train-clean-360,1968,4507,Thought and Character,As a Man Thinketh, M , Mark Cawley
156153,2499,train-clean-360,1977,9571,Introduction,Snow-Bound:  A Winter Idyl, M , Paul Henry Tremblay
156159,2816,train-clean-360,1978,282,Chapter 4,"Eothen, or Impressions of Travel brought Home from the East", M , Andrew Symons
156224,2920,train-clean-360,1980,4224,Some Grave Talk In Gay Company,Mr Hogarth's Will, F , Rechelle
156474,2673,train-clean-360,1992,16332,Chapter XX,Short Life of Abraham Lincoln, M , jude kaider
156718,2531,train-clean-360,2008,27922,Chapter 01,David and the Phoenix, M , Greg Weeks
156738,2481,train-clean-360,2011,11146,Chapter X,Expedition of the Donner Party and its Tragic Fate, F , Alana Jordan
156963,1337,train-clean-360,2017,12434,Study II: MAN'S RESPONSIBILITY FOR HIS ACTS Pt. 1: 1. The Nature of Sin; 2. The Origin of Sin According to the Story in Genesis 3; 3. The Different Theories Regarding the Origin of Sin,Making of a Nation: The Beginnings of Israel's History, M , Steven Rushing
157054,2368,train-clean-360,2024,3526,Chapter 21,Five Weeks in a Balloon, M , Alex C. Telander
157088,205,train-clean-360,2025,11867,Chapter 11,Alaskan, F , Esther
157236,2577,train-clean-360,2033,836,Two Bazaars,Phoenix and the Carpet, F , K Hindall
157263,2562,train-clean-360,2037,72,Treachery,"Thuvia, Maid of Mars", M , Scott Merrill
157400,2787,train-clean-360,2046,7374,Chapter 10,American Politician, M , Quentin Manuel
157475,2532,train-clean-360,2052,17371,THE NEW TIN GUTTER,Raggedy Andy Stories, F , Jennifer Lott
157636,2696,train-clean-360,2063,18096,Smoking in the Restoration Era,Social History of Smoking, M , anonymous
157830,209,train-clean-360,2077,105,Chapter 02,Persuasion (version 3), F , Moira Fogarty
157857,2581,train-clean-360,2078,10371,"Bk. 1, Chapter 5",Cinema Murder, F , Julie Levi
157963,908,test-clean,2089,574,The Book of Thel,Poems of William Blake, M , Sam Stinson
158074,2709,train-clean-360,2095,3604,Women Voters Organize,Jailed For Freedom, F , PopularOutcast
158744,2654,train-clean-360,2120,7381,Lucy Morris,Eustace Diamonds, M , Notelrac
159056,205,train-clean-360,2133,8728,01 - The Boy 1727-1741,Chronicles of Canada Volume 11 - The Winning of Canada: a Chronicle of Wolfe, F , Esther
159227,1944,train-clean-360,2143,10360,My Red Cap - Part I,Shoes and Stockings: A Collection of Short Stories, F , Carolyn Frances
159371,2074,train-clean-360,2153,40359,22 - The Yellow Dwarf,Fairy Ring, M , Tysto
159771,1841,train-clean-100,2179,24872,Chapters 19 - 21,Tale of Master Meadow Mouse, F , Laura Caldwell
160187,2812,train-clean-360,2210,58,Book 2,Paradise Regained, M , Greg Hartley
160438,2201,train-clean-360,2222,3300,Book 3: Ch. 1 - Of the Natural Progress of Opulence,"Wealth of Nations, Book 2 and 3", M , Stephen Escalera
160592,240,train-clean-360,2234,2678,01 - Part 1 - Life,Poems: Series One, M , Shurtagal
160602,1335,train-clean-360,2235,163,Clover-Blossom,Flower Fables, F , Clarica
160949,2823,train-clean-360,2251,19993,The Husband who was to Mind the House,Childhood's Favorites and Fairy Stories, M , ChrisC
161100,2110,train-clean-360,2256,4042,Musical Pedagogics,Mozart: The Man and the Artist as Revealed in His Own Words, M , Aaron Elliott
161166,707,train-clean-360,2260,5792,The Frost Giants,Stories Mother Nature Told Her Children, M , Jason Mayoff
161217,2758,train-clean-360,2264,22381,14 - Third Dynasty: Minor Divinities,Myths and Legends of Ancient Greece and Rome, F , SopranoHarmony
161707,2294,train-clean-360,2289,604,Chapter I,Gulliver of Mars, M , James Christopher
161972,1923,train-clean-360,2303,12084,The First Quarrel,Revelations of a Wife, F , Maire Rhode
162129,2673,train-clean-360,2305,17417,10 - Prohibition and Socialism,What Prohibition Has Done to America, M , jude kaider
162238,2397,train-clean-360,2311,19023,Blood Will Tell,Daughter of the Sioux, M , texttalker
162375,204,train-clean-360,2317,421,I Come to My Journeys End,Kidnapped, M , Mark F. Smith
162667,949,train-clean-360,2337,2464,"Book 1, Chapter 1","History of Florence and of the Affairs of Italy, Vol. 1", M , ontheroad
163249,3853,dev-clean,2364,4770,Chapter 16- Mustered In,Work: A Story of Experience, F , M. Bertke
163322,2785,train-clean-360,2371,12,Chapter 5,Through the Looking-Glass (version 3), F , humeangel
163380,2285,train-clean-360,2374,76,Chapter 13,Adventures of Huckleberry Finn (version 3), M , Bob Sage
163505,3185,train-clean-360,2378,8933,29 - The Blue Belt,Popular Tales from the Norse, M , JohnNewman
163597,2481,train-clean-360,2382,540,10 - The Norka,Red Fairy Book, F , Alana Jordan
163726,3105,train-clean-360,2386,840,69 - Not To Be Put Up With,"Lorna Doone, a Romance of Exmoor", M , gfairch511
163935,1335,train-clean-360,2398,25914,Rice,Khaki Kook Book, F , Clarica
164100,2992,train-clean-360,2406,123,Slaves,"Earth's Core, At the", M , davechase
164187,2853,train-clean-360,2414,1000003,Ch 03 pt 1,Miss Mapp, F , Jane Greensmith
164327,3008,train-clean-360,2420,1685,Reporter and Detective,Mystery of the Yellow Room, F , Gloria Zbilicki
164461,2162,train-clean-360,2425,22362,Nicholas Nickleby Part 1,Appreciations and Criticisms of the Works of Charles Dickens, M , Ray Clare
164927,3738,train-clean-360,2447,3436,One Hundred and Second Night,"Book of A Thousand Nights and a Night (Arabian Nights), Volume 02", F , Collee McKinnon
165387,2269,train-clean-360,2467,26379,Of the wonderful Transmigration of Master Richard Rustick into the Body of a Bear,Vice in its Proper Shape, F , Rhonda Federman
165428,3082,train-clean-360,2470,12216,"Life, Career And Death Of Capt. Thomas White.",Pirates Own Book, M , Logan McCamon
165701,1874,train-clean-360,2484,7347,001 - Preface,Lincoln Story Book, M , Ernst Schnell
166420,3070,train-clean-360,2501,3479,Valley Of The Blue Poppies,Metal Monster, M , Mike Schwabe
166546,3081,dev-clean,2510,1857,Book 01 As Seen By Two Strangers Chapter 04 Sweet Little Miss Clarke,Initials Only, F , Renata
166683,3105,train-clean-360,2516,435,Liquids,"Miracle Mongers, an Expose", M , gfairch511
167022,3274,train-clean-360,2529,19474,"02 - Rakkeed, Stalin, and the Rev. Keeluk",Uller Uprising, M , Morgan Saletta
167597,3294,train-clean-360,2562,2600,Chapter 09,"War and Peace, Book 10: 1812", F , Marcy Fraser
168062,3157,train-clean-360,2583,13234,01 - Ester's Home,Ester Ried, F , TriciaG
168198,3224,train-clean-360,2588,26690,"06 - Chapter 5, part 1",Pirates of Panama, F , Acacia Wood
168497,3187,train-clean-360,2603,18948,02,Damn! A Book of Calumny, M , Wasichu
168623,1624,train-clean-100,2614,135,Bk 03 Ch 02: Two Complete Portraits,Miserables Vol. 2, M , Daniel Shorten
169291,3258,train-clean-360,2632,2376,Raising Money,Up from Slavery: An Autobiography, F , mwalimu
169619,2769,train-clean-360,2642,17866,04 - Chapter 04,Murder in the Gunroom, M , Anthony Wilson
169656,2294,train-clean-360,2643,27090,19 - The Last of the Sea-Rovers,Great Pirate Stories, M , James Christopher
170138,1462,dev-clean,2663,94,Chapter 2,Alexander's Bridge (version 2), F , E. Tavano
170151,2196,train-clean-100,2664,6911,5 - Failure as a Success,Majesty of Calmness, F , Andrea Fiore
170212,3972,train-clean-360,2669,2145,Chapter 11,Ben-Hur: A Tale of the Christ Book 1, F , Joy Easton
170379,2196,train-clean-100,2677,22814,Chapter 12 - The Nature of Hypnosis,Practical Guide to Self-Hypnosis, F , Andrea Fiore
170438,2827,train-clean-360,2680,1864,18 - The Death of Stonewall Jackson,Hero Tales from American History, M , David Leeson
170452,3482,train-clean-360,2681,1827,Chapter 5,Life Of Charlotte Bronte Volume 1, F , Hayden
170950,3368,train-clean-360,2707,1497,Bk 2 pt 3,Republic, M , Jim Allman
171006,3440,train-clean-100,2709,6440,14 - Chapter Eleventh,Elsie Dinsmore, F , Heidi Will
171107,3289,train-clean-360,2715,2850,"01 - Book 1, Ch 01-02",Wars of the Jews, M , lukeprog
171631,3723,train-clean-100,2732,23772,11 - Devotion 11,Devotions upon Emergent Occasions, M , Kevin Lavin
172156,3330,train-clean-360,2752,4926,Ch 03: Merlin,Age of Chivalry, F , B. G. Oxford
172357,460,train-clean-100,2761,3533,00 - Preface,Sunshine Sketches of a Little Town (version 2), M , Dave Ranson
173230,3866,train-clean-360,2797,1895,Book the third- chapter VII,Armadale, M , SilverG
173564,3168,train-clean-100,2813,2600,Chapter 31,"War and Peace, Book 11: 1812", M , David Anton
173591,3549,train-clean-360,2816,3721,"Ch 05 (1564, 1565) Conspiracy",Pioneers of France in the New World, F , Katie Riley
174132,3483,train-clean-360,2841,10002,02 - The Plain of Silence,House on the Borderland, M , Alan Winterrowd
174172,2196,train-clean-100,2843,13193,Supreme Control of Age,Supreme Personality, F , Andrea Fiore
174511,1401,train-clean-360,2860,5660,05 - Official Investigation,Mary Louise, F , Sibella Denton
174923,3879,train-clean-100,2877,18640,Ch 06: Phineas and His Old Friends,Phineas Redux, F , Keneva
175390,3546,train-clean-360,2896,980,Chapter 01,Alice Adams, F , Jeannie
175448,3852,train-clean-360,2897,11746,Appendix B: The Outfit for Travelling in the South American Wilderness pt 1,Through the Brazilian Wilderness, F , selniff
175658,3526,train-clean-100,2912,1028,Chapter IX,Professor, F , Bereni
175950,3699,train-clean-100,2927,1079,Chapter 25-27,"Life and Opinions of Tristram Shandy, Gentleman Vol. 2", M , Bruce Pirie
176256,2769,train-clean-360,2938,5164,37 - What Was Hidden Under the Floor,Beetle, M , Anthony Wilson
176270,3446,train-clean-360,2939,2464,Bk 5 Ch 3: The Florentines go to war with Lucca,"History of Florence and of the Affairs of Italy, Vol. 2", F , kayo
176651,3526,train-clean-100,2954,5122,01 - Chapter 01,Trail of the Lonesome Pine, F , Bereni
176698,1121,train-clean-360,2955,10418,13 - Chapter XIII,Money Moon: A Romance, M , John Lieder
176853,4260,train-clean-360,2962,10940,"30 - Gipsies, Tramps, Beggars, and Cours des Miracles, Part 1","Manners, Customs and Dress During the Middle Ages and During the Renaissance Period", F , Clacas
177234,2589,train-clean-360,2983,14453,The Remission of Sins - Part 1,Hope of the Gospel, M , Jordan
177627,3490,train-clean-360,3009,28346,12 - Chapter XII,Deathworld, M , Gregg Margarite (1957-2012)
178028,3835,train-clean-360,3028,2600,Chapter 02,"War and Peace, Book 12: 1812", M , M.White
178149,3717,train-clean-360,3037,25270,Chapter 12,Hunters Out of Space, M , Elliott Miller
178355,3664,train-clean-100,3047,10030,Chapter 15: Champion Buffalo Killer,"Life of Honorable William F. Cody, Known as Buffalo Bill The Famous Hunter, Scout and Guide", M , Barry Eads
178449,2573,train-clean-360,3049,1098,Chapter 19,Turmoil (Growth Trilogy Vol 1), F , Becca B
178748,3584,train-clean-360,3068,29866,15 - Cap's Country Capers,Hidden Hand, F , Bridget Gaige
179154,2159,train-clean-100,3082,19342,05 - Amusing experiments,"Complete Hypnotism, Mesmerism, Mind-Reading and Spiritualism", M , Matthew Westra
179183,1841,train-clean-100,3084,27683,The Seeing Hand,World I Live In, F , Laura Caldwell
180298,374,train-clean-100,3133,1608,16 - Chapter 16,Camille, M , kumarei
180923,3857,train-clean-100,3165,27969,Part 7,County Regiment, M , Epistomolus
181173,2182,train-clean-100,3179,479,03 - Chapter 03,Little Lord Fauntleroy (version 2), F , Susan Umpleby
181420,3923,train-clean-360,3191,19044,Biographical Sketch,Adrift on an Ice-Pan, M , Sean Michael Hogan
181961,2162,train-clean-360,3215,7352,Chapter 36  The Excursion,First and Last, M , Ray Clare
182255,3982,train-clean-100,3227,4020,14 - The Great Fight for Clean Government pt 1,Arcadian Adventures with the Idle Rich, F , Kate Adams
182315,3857,train-clean-100,3233,6882,Part 1,This Simian World, M , Epistomolus
182389,3989,train-clean-360,3238,14958,02 - Why Peter Rabbit Cannot Fold His Hands,Mother West Wind 'Why' Stories, M , Rayne
183239,4057,train-clean-360,3287,17655,09 - On Buttons,Observations of an Orderly, F , RoseA
183988,4148,train-clean-360,3326,283,17 - Bk. 3 Chapter 17,Reef, M , David A. Moore.
184264,4039,train-clean-360,3334,13,Preface and Fits 1 & 2,Hunting of the Snark (version 2), M , Shawn Craig Smith
184447,4111,train-clean-360,3344,15818,Leaf III.,Melting of Molly, F , Rachel P.
185074,3972,train-clean-360,3373,6960,10 - Chapter 10,Narrative of the Life of Mrs. Mary Jemison, F , Joy Easton
185125,3864,train-clean-360,3377,10760,08 - Ornithology On A Cotton Plantation,Florida Sketch-Book, M , Tom Watts
185436,2162,train-clean-360,3395,7354,Chapter 17  The Relic,On Something, M , Ray Clare
185457,3977,train-clean-360,3396,24583,"07 - Ch 6. Pollen, Or Bee-Bread",Langstroth on the Hive and the Honey-Bee: A Bee Keeper's Manual, M , LivelyHive
185485,1212,train-clean-360,3398,26640,Chapter 8,Humbugs of the World, F , Lee Ann Howlett
186175,4014,train-clean-100,3424,22079,07 - The Timely Rescue,Brighton Boys in the Radio Service, M , Tom Clifton
186230,3645,train-clean-360,3428,10123,17 - Aunt Jane's Heiress,Aunt Jane's Nieces, F , MaryAnn
187005,4222,train-clean-360,3468,28952,Chapter 10,Mr. Wicker's Window, F , msjodi777
187464,711,train-clean-360,3482,22834,Chapter 3,Voyage Round the World in His Majesty's Frigate Pandora, M , Roy Schreiber
210777,8455,test-clean,4605,27067,The New Governor,Fixed Period, M , thecheops
216547,6880,train-clean-100,4861,360,Preface,What is Property? An Inquiry into the Principle of Right and of Government, M , Capybara
220951,4734,train-clean-360,5086,19289,"[Part 1: On the Influence of the Prophets in the Evolution of Humanity] 1. Nature is Governed by One Universal Law, 2. Proofs and Evidences of the Existence of God, 3. The Need of an Educator",Some Answered Questions, M , Adib Masumian
224746,5538,train-clean-360,5273,34894,2 - Chapter 2 Briarwood College Chapter 3 Some of the Girls,Briarwood Girls, F , Linda Velwest
230928,6099,train-clean-360,5557,21087,29  Home at Last!,Ghost Ship, F , Cheri Gardner
231834,6519,train-clean-360,5598,19069,02 - Shadows on the Blind,Silent House, F , Monica Knuppe
232057,6458,train-clean-360,5604,27365,The Cure for Love,Story of the Days to Come, M , Dennis Blake
232690,8228,train-clean-360,5640,17,Alma 29-32,Book of Mormon, F , hgal2010
233342,6080,train-clean-360,5678,6456,"News, Truth, And A Conclusion",Public Opinion, M , progressingamerica
233366,8028,train-clean-360,5679,13611,"Chapter 3, Sexual Inversion in Men, Part 13","Studies in the Psychology of Sex, Volume 2", M , Tom Geller
234067,6497,train-clean-360,5715,6005,03 - Mildred Lawson Chapter III,Celibates, M , James E. Carson
240992,8396,train-clean-360,6045,9103,15 - The Resurrection,Miracles of Our Lord, M , gloriousjob
244431,8494,train-clean-360,6183,3653,The Heart of Rebellion Part 2,Guns of Bull Run, M , Bill Yallalee
245687,7956,train-clean-360,6232,17611,"Question 76 - OF THE UNION OF BODY AND SOUL (In Eight Articles), part 1","Summa Theologica - 04 Pars Prima, On Man", M , Devon Purtz
246889,7069,train-clean-360,6286,5976,01 - Helen Lingard,"Thomas Wingfold, Curate", M , John Schuurman
248638,4813,train-clean-100,6371,21895,Milton and the Blue Hills,Old Coast Road From Boston to Plymouth, M , Steve Mattern
252322,6848,train-clean-100,6545,33556,Glencore Castle,Fortunes of Glencore, M , KarlHenning
254918,7342,train-clean-360,6663,24777,"First Part, Chapter IV, part 3. Marco Polo.","Celebrated Travels and Travellers, vol.1", F , Carol
258250,7832,train-clean-360,6773,3441,Six Hundred and Thirty-seventh Night to Six Hundred and Thirty-ninth Night,"Book of A Thousand Nights and a Night (Arabian Nights), Volume 07", M , DJRickyV
258954,7520,train-clean-360,6801,40077,Chapter 2 - Economic Motives,Principles of Economics with Applications to Practical Problems, M , Richard Jackson
261139,8629,train-clean-100,6885,5162,What Followed the Striking of the Clock,Agatha Webb, M , Shivansh Dhar
262269,6937,train-clean-360,6923,9192,Chapter IV - No Holiday To-day,Channings, F , DVoice
268287,8118,train-clean-360,7190,41020,"Book II, Chapter II","Clara Vaughan, Vol I.", F , Katie McClain
269254,8643,train-clean-360,7232,17701,Preface,"Heptameron of the Tales of Margaret, Queen of Navarre, Vol. 1", M , jabc1950
270777,8772,train-clean-360,7296,38219,Dreams of Childhood,General Introduction to Psychoanalysis, M , Martin Reyto
271811,8008,train-clean-360,7348,37976,The First Valley,Dot and Tot of Merryland, M , Paul Adamson
271888,7078,train-clean-100,7350,40999,III -The Masked Circe,Stolen Souls, F , Mary in Arkansas
273050,8545,train-clean-360,7400,29203,Beginnings,Ruth Fielding at Briarwood Hall, F , Joanne Rochon
274112,8063,train-clean-100,7451,2710,01 - Malaga,Louise de la Valliere, M , Robert Snoza
274318,8108,train-clean-100,7459,10624,A Psychical Invasion part 6,John Silence, M , drakaunus
274345,8095,train-clean-100,7460,19215,"Chapter 50, part 1","History of England from the Invasion of Julius Caesar to the Revolution of 1688, Volume 1E", M , Theodulf
274549,8163,train-clean-360,7469,2150,04 - Metzengerstein,"Works of Edgar Allan Poe, Raven Edition, Volume 4", F , Greengecko
275127,8300,train-clean-360,7493,1627,First Book - Chapter XII - Two of Them Sleep Badly,Evil Genius, F , Judith Parker
275181,8098,train-clean-100,7496,8075,"07 - A Droll Fox-Trap, C. A. Stephens",Junior Classics Volume 8: Animal and Nature Stories, M , Arnold
275885,7297,train-clean-360,7523,40367,"Chapter XII: The Library, Smoking-Room, and ""Den""",Decoration of Houses, F , Mudlark
276730,8479,train-clean-360,7557,19831,"11 - Part 3, Chapter 12","Rise and Fall of the Confederate Government, Volume 1b", M , R.W. Rushing
276907,7995,train-clean-360,7562,6098,"Book I, Chapter V: Containing certain adventures which befel Mr. Booth in the prison.",Amelia, F , Marie Hoffman
277898,6965,train-clean-360,7599,1870,The Soul of Laploshka,Reginald in Russia and Other Sketches, M , NoelBadrian
278217,8410,train-clean-360,7611,9189,What Happened In The Back Parlor Of The Banking-House,Henry Dunbar, F , Shauna Kennett
278252,8098,train-clean-100,7612,42214,"A Peculiar, Cold Day",On A Donkey's Hurricane Deck, M , Arnold
279153,8824,train-clean-360,7652,2529,09 - SENSATIONS AND IMAGES,Analysis of Mind, M , Mark Johnston
279229,8075,train-clean-360,7658,37660,The Social Life Of The Newt,Of All Things, F , Melora
279363,8266,train-clean-360,7664,9745,"Ch 10: The Great Assault, part 2",Rock of Chickamauga, M , Jeff K.
279775,8329,train-clean-360,7683,19734,Graciosa and Percinent,Fairy Book, F , Betty Perry
