Title,Poet,urls
Portrait of an Old Woman on the College Tavern Wall,Anne Sexton,https://www.poetryfoundation.org/poems/53111/portrait-of-an-old-woman-on-the-college-tavern-wall
Waiting for the Barbarians,C. P. Cavafy,https://www.poetryfoundation.org/poems/51294/waiting-for-the-barbarians
Iraqi Boy,Elizabeth Arnold,https://www.poetryfoundation.org/poetrymagazine/poems/51592/iraqi-boy
mom and dad in a photo,Edmund Berrigan,https://www.poetryfoundation.org/poems/147991/mom-and-dad-in-a-photo
Native Cut Wood Deflects Colonial Hunger,John Kinsella,https://www.poetryfoundation.org/poetrymagazine/poems/57997/native-cut-wood-deflects-colonial-hunger
Radiance versus Ordinary Light,Carl Phillips,https://www.poetryfoundation.org/poems/57125/radiance-versus-ordinary-light
Women,Louise Bogan,https://www.poetryfoundation.org/poems/43693/women-56d2227f3d06f
"Harmless, Recalled as a Fairy Tale",Monica Ferrell,https://www.poetryfoundation.org/poems/54065/harmless-recalled-as-a-fairy-tale
Unromantic Love,J. V. Cunningham,https://www.poetryfoundation.org/poems/42727/unromantic-love
The Circus,Kenneth Koch,https://www.poetryfoundation.org/poems/52925/the-circus-56d231c9352d2
Childhood Stories,Matthew Rohrer,https://www.poetryfoundation.org/poems/54437/childhood-stories
The Boom and After the Boom,Alice Lyons,https://www.poetryfoundation.org/poetrymagazine/poems/55199/the-boom-and-after-the-boom
American Smooth,Rita Dove,https://www.poetryfoundation.org/poems/54773/american-smooth
A Voluptuous Dream During an Eclipse,Elaine Kahn,https://www.poetryfoundation.org/poems/58384/a-voluptuous-dream-during-an-eclipse
100 Bells,Tarfia Faizullah,https://www.poetryfoundation.org/poetrymagazine/poems/57750/100-bells
Mechanism,A. R. Ammons,https://www.poetryfoundation.org/poems/54774/mechanism
Not Another Anthem,Dara Wier,https://www.poetryfoundation.org/poems/90626/not-another-anthem
The Great Deceiver,Brian Lucas,https://www.poetryfoundation.org/poems/148949/the-great-deceiver
"'No worst, there is none. Pitched past pitch of grief.'",Gerard Manley Hopkins,https://www.poetryfoundation.org/poems/44398/no-worst-there-is-none-pitched-past-pitch-of-grief
The Blessed Mother Complains to the Lord Her God on the Abundance of Brokenness She Receives,Mary Karr,https://www.poetryfoundation.org/poetrymagazine/poems/55941/the-blessed-mother-complains-to-the-lord-her-god-on-the-abundance-of-brokenness-she-receives
The President Flies Over,Patricia Smith,https://www.poetryfoundation.org/poems/55711/the-president-flies-over
Sunder,Atsuro Riley,https://www.poetryfoundation.org/poetrymagazine/poems/54553/sunder
Famous Poets,Michael Hofmann,https://www.poetryfoundation.org/poetrymagazine/poems/152938/famous-poets
Flamingo Watching,Kay Ryan,https://www.poetryfoundation.org/poems/43495/flamingo-watching
Song of the Andoumboulou: 55,Nathaniel Mackey,https://www.poetryfoundation.org/poems/53096/song-of-the-andoumboulou-55
[Down from another planet they have settled to mend],Josephine Miles,https://www.poetryfoundation.org/poems/53332/down-from-another-planet-they-have-settled-to-mend
El Salvador,Javier Zamora,https://www.poetryfoundation.org/poetrymagazine/poems/90979/el-salvador
Delection Even,Jennifer Scappettone,https://www.poetryfoundation.org/poems/53656/delection-even
The God of Inattention,Averill Curdy,https://www.poetryfoundation.org/poetrymagazine/poems/42165/the-god-of-inattention
The Idea,Mark Strand,https://www.poetryfoundation.org/poems/52170/the-idea
The Book of Mycah,Joshua Bennett,https://www.poetryfoundation.org/poetrymagazine/poems/145172/the-book-of-mycah
An Old Story,Tracy K. Smith,https://www.poetryfoundation.org/poems/147456/an-old-story-5b58c2f3a01c7
"ode to coffee
          oda al café",Urayoán Noel,https://www.poetryfoundation.org/poems/89483/ode-to-coffee-oda-al-cafe
The Children,Eugénio de Andrade,https://www.poetryfoundation.org/poetrymagazine/poems/54750/the-children-56d23576b20ba
Barrels,Barbara Guest,https://www.poetryfoundation.org/poems/53130/barrels
Feeling the draft,Bob Hicok,https://www.poetryfoundation.org/poetrymagazine/poems/53948/feeling-the-draft
Time and the Garden,Yvor Winters,https://www.poetryfoundation.org/poems/47784/time-and-the-garden
Bedtime Story,Charles Wright,https://www.poetryfoundation.org/poetrymagazine/poems/42111/bedtime-story
At the Fishhouses,Elizabeth Bishop,https://www.poetryfoundation.org/poems/52192/at-the-fishhouses
P R N D,Tyrone Williams,https://www.poetryfoundation.org/poems/92750/p-r-n-d
Free Radical,Alison C. Rollins,https://www.poetryfoundation.org/poetrymagazine/poems/90971/free-radical
The truth about Palmerston North,Tim Upperton,https://www.poetryfoundation.org/poetrymagazine/poems/145479/the-truth-about-palmerston-north
DetoNation,Ocean Vuong,https://www.poetryfoundation.org/poetrymagazine/poems/56768/detonation
From “Architektonis: Twenty for the Chicago Architecture Center”,Ed Roberson,https://www.poetryfoundation.org/poetrymagazine/poems/150068/from-architektonis-twenty-for-the-chicago-architecture-center
Geburt des Monicakinds,Monica Ferrell,https://www.poetryfoundation.org/poems/54063/geburt-des-monicakinds
"Wall, Cave, and Pillar Statements, after Asôka",Alan Dugan,https://www.poetryfoundation.org/poems/55175/wall-cave-and-pillar-statements-after-asoka-56d23672e04dc
Sleep,Meghan O'Rourke,https://www.poetryfoundation.org/poetrymagazine/poems/43233/sleep-56d221f13e14a
Hymn to Life,James Schuyler,https://www.poetryfoundation.org/poetrymagazine/poems/32568/hymn-to-life
After Ken Burns,Laura Kasischke,https://www.poetryfoundation.org/poetrymagazine/poems/51700/after-ken-burns
That Magnificent Part the Chorus Does about Tragedy,Lisa Olstein,https://www.poetryfoundation.org/poems/51011/that-magnificent-part-the-chorus-does-about-tragedy
Annotations for a Memorial,Carolina Ebeid,https://www.poetryfoundation.org/poetrymagazine/poems/147619/annotations-for-a-memorial
Odysseus Hears of the Death of Kalypso,Donald Revell,https://www.poetryfoundation.org/poetrymagazine/poems/51170/odysseus-hears-of-the-death-of-kalypso
Wife’s Disaster Manual,Deborah Paredez,https://www.poetryfoundation.org/poetrymagazine/poems/55740/wifes-disaster-manual
"The Afterbirth, 1931",Nikky Finney,https://www.poetryfoundation.org/poems/49861/the-afterbirth-1931
A Passage to India,Walt Whitman,https://www.poetryfoundation.org/poems/50978/a-passage-to-india
An Envelope,Jack Underwood,https://www.poetryfoundation.org/poetrymagazine/poems/152123/an-envelope
Sleepers Awake,John Ashbery,https://www.poetryfoundation.org/poems/52164/sleepers-awake-56d2306a5bf94
Monsters,Dorothea Lasky,https://www.poetryfoundation.org/poetrymagazine/poems/56427/monsters
The Second Slaughter,Lucia Perillo,https://www.poetryfoundation.org/poetrymagazine/poems/52870/the-second-slaughter
The History of Mothers of Sons,Lisa Furmanski,https://www.poetryfoundation.org/poetrymagazine/poems/50223/the-history-of-mothers-of-sons
A Hymn to Childhood,Li-Young Lee,https://www.poetryfoundation.org/poems/52209/a-hymn-to-childhood
prayer is better than sleep,Momina Mela,https://www.poetryfoundation.org/poetrymagazine/poems/92664/prayer-is-better-than-sleep
The Mosquito,Rodney Jones,https://www.poetryfoundation.org/poems/51742/the-mosquito-56d22faf940de
Center,Josephine Miles,https://www.poetryfoundation.org/poems/53334/center
Description de l’Égypte,Zaina Alsous,https://www.poetryfoundation.org/poetrymagazine/poems/150956/description-de-lgypte
ABC for Refugees,Monica Sok,https://www.poetryfoundation.org/poetrymagazine/poems/144805/abc-for-refugees
Conversation 4: On Place,Rosmarie Waldrop,https://www.poetryfoundation.org/poems/53465/conversation-4-on-place
The Prelude,Matthew Zapruder,https://www.poetryfoundation.org/poetrymagazine/poems/53843/the-prelude
Family Dollar,Hannah Brooks-Motl,https://www.poetryfoundation.org/poems/91981/family-dollar
“A furnace in my father’s voice; I prayed for the coal stove’s”,Ishion Hutchinson,https://www.poetryfoundation.org/poetrymagazine/poems/56876/a-furnace-in-my-fathers-voice-i-prayed-for-the-coal-stoves
[Murmurs from the earth of this land],Muriel Rukeyser,https://www.poetryfoundation.org/poems/54596/murmurs-from-the-earth-of-this-land
The Great San Bernardino Pitch Party,Callie Garnett,https://www.poetryfoundation.org/poems/149206/the-great-san-bernardino-pitch-party
Filling Station,Elizabeth Bishop,https://www.poetryfoundation.org/poems/52193/filling-station
Night Singing,W. S. Merwin,https://www.poetryfoundation.org/poems/52823/night-singing
Standards-Based Assessment,Dora Malech,https://www.poetryfoundation.org/poems/150168/standards-based-assessments-
Plaint in a Major Key,Jorge Sánchez,https://www.poetryfoundation.org/poetrymagazine/poems/51806/plaint-in-a-major-key
The Goose Fish,Howard Nemerov,https://www.poetryfoundation.org/poems/42702/the-goose-fish
As If to Misread Song,Lotte L.S.,https://www.poetryfoundation.org/poems/150558/as-if-to-misread-song
"“For you: anthophilous, lover of flowers”",Reginald Dwayne Betts,https://www.poetryfoundation.org/poetrymagazine/poems/54910/for-you-anthophilous-lover-of-flowers
Abecedarian Requiring Further Examination Before a Diagnosis Can Be Determined,torrin a. greathouse,https://www.poetryfoundation.org/poetrymagazine/poems/152964/abecedarian-requiring-further-examination-before-a-diagnosis-can-be-determined
Adult Acne,Elaine Kahn,https://www.poetryfoundation.org/poems/58383/adult-acne
Dog Biscuits,Chase Twichell,https://www.poetryfoundation.org/poems/50835/dog-biscuits
[ruins  library],Myung Mi Kim,https://www.poetryfoundation.org/poems/53679/ruins-library
Monsoon Eclogue,Srikanth Reddy,https://www.poetryfoundation.org/poems/53717/monsoon-eclogue
Time After Time,Adam Fitzgerald,https://www.poetryfoundation.org/poetrymagazine/poems/56687/time-after-time
Late February,Ted Kooser,https://www.poetryfoundation.org/poems/42621/late-february
Eyes:,William Matthews,https://www.poetryfoundation.org/poems/42887/eyes-56d221892342b
Our People I,CM Burroughs,https://www.poetryfoundation.org/poetrymagazine/poems/141958/our-people-i
My California,Lee Herrick,https://www.poetryfoundation.org/poems/57228/my-california
One Canoe,Maureen N. McLane,https://www.poetryfoundation.org/poetrymagazine/poems/56405/one-canoe
Lilacs on My Birthday,Joyce Peseroff,https://www.poetryfoundation.org/poems/57962/lilacs-on-my-birthday
A Woman Cohabitates with Three Men,Jacqueline Allen Trimble,https://www.poetryfoundation.org/poetrymagazine/poems/156067/a-woman-cohabitates-with-three-men
The Journey,Yvor Winters,https://www.poetryfoundation.org/poems/47779/the-journey-56d2287ba5c2f
The Boatman,Carolyn Forché,https://www.poetryfoundation.org/poetrymagazine/poems/90646/the-boatman
Daffodils,Alicia Ostriker,https://www.poetryfoundation.org/poems/51284/daffodils
This Wonderful Opportunity,Cathy Song,https://www.poetryfoundation.org/poetrymagazine/poems/150291/this-wonderful-opportunity
Dream Ending in a Host of Angels Zipping Me into My Grandmother’s Dress,Bradley Trumpfheller,https://www.poetryfoundation.org/poetrymagazine/poems/148694/dream-ending-in-a-host-of-angels-zipping-me-into-my-grandmothers-dress
Wide Awake in a Field of Deadbolts,Nick Twemlow,https://www.poetryfoundation.org/poems/89488/wide-awake-in-a-field-of-deadbolts
Scientific Method,Paul Tran,https://www.poetryfoundation.org/poetrymagazine/poems/146219/scientific-method
Without Warning,Sarah Lindsay,https://www.poetryfoundation.org/poetrymagazine/poems/54667/without-warning
Grand Expensive Vista,Andrew Hudgins,https://www.poetryfoundation.org/poetrymagazine/poems/53561/grand-expensive-vista
The Ambassador of the Interior Has a Talking to With the Minister of the Cabinet of Vengeance,Stephanie Ellis Schlaifer,https://www.poetryfoundation.org/poems/148664/the-ambassador-of-the-interior-has-a-talking-to-with-the-minister-of-the-cabinet-of-vengeance
Preferential Treatment,Claire Schwartz,https://www.poetryfoundation.org/poetrymagazine/poems/151501/preferential-treatment
Advice to a Prophet,Richard Wilbur,https://www.poetryfoundation.org/poems/43044/advice-to-a-prophet
Tourist,Sam Willetts,https://www.poetryfoundation.org/poetrymagazine/poems/53289/tourist-56d232729c203
River of Milk,Kaveh Akbar,https://www.poetryfoundation.org/poetrymagazine/poems/90650/river-of-milk
I Dreamed That in a City Dark as Paris,Louis Simpson,https://www.poetryfoundation.org/poems/42814/i-dreamed-that-in-a-city-dark-as-paris
Nature Boy,Tomás Q. Morín,https://www.poetryfoundation.org/poetrymagazine/poems/56639/nature-boy
Hearsay Song,John Yau,https://www.poetryfoundation.org/poems/91900/hearsay-song
Image of the Engine,George Oppen,https://www.poetryfoundation.org/poems/46397/image-of-the-engine
The Second Coming,William Butler Yeats,https://www.poetryfoundation.org/poems/43290/the-second-coming
"Act III, Sc. 2",Jorie Graham,https://www.poetryfoundation.org/poems/54782/act-iii-sc-2
The Pain Reliever,Carrie Olivia Adams,https://www.poetryfoundation.org/poems/147022/the-pain-reliever
Five Poems about Poetry,George Oppen,https://www.poetryfoundation.org/poems/53222/five-poems-about-poetry
What Jimmy Taught Me,Harmony Holiday,https://www.poetryfoundation.org/poems/91232/what-jimmy-taught-me
George Washington,Adam Fitzgerald,https://www.poetryfoundation.org/poetrymagazine/poems/56686/george-washington
Sir Gawaine and the Green Knight,Yvor Winters,https://www.poetryfoundation.org/poems/47722/sir-gawaine-and-the-green-knight
To Whom it May Concern,Andrea Cohen,https://www.poetryfoundation.org/poetrymagazine/poems/53196/to-whom-it-may-concern
Fabrication of Ancestors,Alan Dugan,https://www.poetryfoundation.org/poetrymagazine/poems/29186/fabrication-of-ancestors
The Selvage,Linda Gregerson,https://www.poetryfoundation.org/poetrymagazine/poems/54225/the-selvage
The Freaks at Spurgin Road Field,Richard Hugo,https://www.poetryfoundation.org/poems/43089/the-freaks-at-spurgin-road-field
No People in It,Emily Skillings,https://www.poetryfoundation.org/poems/145393/no-people-in-it
Schwinn,Matthew Zapruder,https://www.poetryfoundation.org/poems/54298/schwinn
Ballad in A,Cathy Park Hong,https://www.poetryfoundation.org/poetrymagazine/poems/53500/ballad-in-a
"“I’m Stepping Up in Singing Sandals, No Use For”",Bridget Talone,https://www.poetryfoundation.org/poems/147704/im-stepping-up-in-singing-sandals-no-use-for
Pedestrian,Thomas Lux,https://www.poetryfoundation.org/poems/48484/pedestrian-56d229c358a66
New Song,Devin Johnston,https://www.poetryfoundation.org/poetrymagazine/poems/55533/new-song
Elegance,Linda Gregg,https://www.poetryfoundation.org/poems/50122/elegance
"My Father’s “Norton Introduction to Literature,” Third Edition (1981)",Hai-Dang Phan,https://www.poetryfoundation.org/poetrymagazine/poems/58485/my-fathers-norton-introduction-to-literature-third-edition-1981
Red Parade,David Trinidad,https://www.poetryfoundation.org/poems/51151/red-parade
Vow,Diana Khoi Nguyen,https://www.poetryfoundation.org/poems/148207/vow-5bc8e6513b5a8
At the Moment,Joyce Sutphen,https://www.poetryfoundation.org/poems/51499/at-the-moment
The History of Jazz,Kenneth Koch,https://www.poetryfoundation.org/poems/52930/the-history-of-jazz
Do-rag,Phillip B. Williams,https://www.poetryfoundation.org/poetrymagazine/poems/56571/do-rag
The Children of the Poor,Gwendolyn Brooks,https://www.poetryfoundation.org/poetrymagazine/poems/25174/the-children-of-the-poor
Little Diary of Getting Old: VIII,Carlo Betocchi,https://www.poetryfoundation.org/poetrymagazine/poems/53375/little-diary-of-getting-old-viii
Real Complex Key Shifts,Amanda Nadelberg,https://www.poetryfoundation.org/poems/142207/real-complex-key-shifts
As Good as Anything,Alice Notley,https://www.poetryfoundation.org/poems/58192/as-good-as-anything
Before Dawn on Bluff Road,August Kleinzahler,https://www.poetryfoundation.org/poems/52231/before-dawn-on-bluff-road
Let Me Explain,Shook,https://www.poetryfoundation.org/poems/145391/let-me-explain
Baci Baci Baci,Rachel Sherwood,https://www.poetryfoundation.org/poems/57622/baci-baci-baci
Portrait d’une Femme,Michael Hofmann,https://www.poetryfoundation.org/poetrymagazine/poems/52588/portrait-dune-femme-56d2312d50ef7
Ode to Autocorrect,Martha Silano,https://www.poetryfoundation.org/poetrymagazine/poems/145998/ode-to-autocorrect
The Unreliable Narrator,Keith Waldrop,https://www.poetryfoundation.org/poems/53186/the-unreliable-narrator
"from Grief Sequence, SEQUENCE 7",Prageeta Sharma,https://www.poetryfoundation.org/poems/146141/from-grief-sequence-sequence-7
Clear Night,Charles Wright,https://www.poetryfoundation.org/poems/47821/clear-night
Nothing Happened in 1999,Hayan Charara,https://www.poetryfoundation.org/poems/92716/nothing-happened-in-1999
Structure of Rime XXVIII: In Memoriam Wallace Stevens,Robert Duncan,https://www.poetryfoundation.org/poems/53074/structure-of-rime-xxviii-in-memoriam-wallace-stevens
Hour,Reginald Gibbons,https://www.poetryfoundation.org/poetrymagazine/poems/42323/hour-56d220cfe74e3
The Expatriates,Anne Sexton,https://www.poetryfoundation.org/poems/53112/the-expatriates
Selected Recent and New Errors,Dean Young,https://www.poetryfoundation.org/poetrymagazine/poems/51254/selected-recent-and-new-errors
Leo & Lance,Randall Mann,https://www.poetryfoundation.org/poems/89846/leo-lance
WHEREAS,Layli Long Soldier,https://www.poetryfoundation.org/poetrymagazine/poems/91697/from-whereas
In Eight Parts,Paul Killebrew,https://www.poetryfoundation.org/poems/53675/in-eight-parts
Quite Frankly,Mark Halliday,https://www.poetryfoundation.org/poems/57655/quite-frankly
American Sonnet for My Past and Future Assassin [“I lock you in an American sonnet that is part prison”],Terrance Hayes,https://www.poetryfoundation.org/poetrymagazine/poems/143917/american-sonnet-for-my-past-and-future-assassin-598dc83c976f1
Dirge Without Music,Edna St. Vincent Millay,https://www.poetryfoundation.org/poems/52773/dirge-without-music
Pied Beauty,Gerard Manley Hopkins,https://www.poetryfoundation.org/poems/44399/pied-beauty
Photo of a Girl on a Beach,Carmen Giménez,
From “Lacing”,Tacey M. Atsitty,https://www.poetryfoundation.org/poetrymagazine/poems/146684/from-lacing
Pain in the House,Eleanor Ross Taylor,https://www.poetryfoundation.org/poetrymagazine/poems/53519/pain-in-the-house
A Message from the Wanderer,William E. Stafford,https://www.poetryfoundation.org/poems/52880/a-message-from-the-wanderer
What I Carried,Maggie Smith,https://www.poetryfoundation.org/poems/146754/what-i-carried
Echo,Raymond Antrobus,https://www.poetryfoundation.org/poetrymagazine/poems/92375/echo-589363f95ef54
Carpet Bomb,Kenyatta Rogers,https://www.poetryfoundation.org/poems/146429/carpet-bomb
The Day is Done,Henry Wadsworth Longfellow,https://www.poetryfoundation.org/poems/45896/the-day-is-done
How scrubbed-up clean,Mark Waldron,https://www.poetryfoundation.org/poetrymagazine/poems/144388/how-scrubbed-up-clean-59bc0227ab778
"Captain Lovell, [""Shakey Eyes Horton had nystagmus too""]",Gabrielle Calvocoressi,https://www.poetryfoundation.org/poetrymagazine/poems/56896/captain-lovell-shakey-eyes-horton-had-nystagmus-too
From “Coosa”,Jennifer Elise Foerster,https://www.poetryfoundation.org/poetrymagazine/poems/146714/from-coosa
Devotion (“I Am on the Battlefield for My Lord”),Cortney Lamar Charleston,https://www.poetryfoundation.org/poetrymagazine/poems/92395/devotion-i-am-on-the-battlefield-for-my-lord
Wind Shear,Janice N. Harrington,https://www.poetryfoundation.org/poetrymagazine/poems/153222/wind-shear
Ode to the Tiniest Dessert Spoon in All Creation,Karen An-hwei Lee,https://www.poetryfoundation.org/poetrymagazine/poems/148378/ode-to-the-tiniest-dessert-spoon-in-all-creation
Of Darker Ceremonies,Phillip B. Williams,https://www.poetryfoundation.org/poetrymagazine/poems/56573/of-darker-ceremonies
Toy Boat,Ocean Vuong,https://www.poetryfoundation.org/poetrymagazine/poems/88733/toy-boat
"[""Hour in which I consider hydrangea""]",Simone White,https://www.poetryfoundation.org/poems/101733/hour-in-which-i-consider-hydrangea
Station,Maria Hummel,https://www.poetryfoundation.org/poetrymagazine/poems/53829/station-56d2337f2da97
sisters,Lucille Clifton,https://www.poetryfoundation.org/poems/54588/sisters-56d2351bacd81
from feeld,Jos Charles,https://www.poetryfoundation.org/poetrymagazine/poems/90970/from-feeld
The Singers,Craig Arnold,https://www.poetryfoundation.org/poetrymagazine/poems/49843/the-singers-56d22c5a94158
Perihelion: A History of Touch,Franny Choi,https://www.poetryfoundation.org/poetrymagazine/poems/144599/perihelion-a-history-of-touch
Dyspnea,Roberto Tejada,https://www.poetryfoundation.org/poems/53733/dyspnea
Hymn,A. R. Ammons,https://www.poetryfoundation.org/poems/49342/hymn-56d22b563a15b
During Wind and Rain,Thomas Hardy,https://www.poetryfoundation.org/poems/52314/during-wind-and-rain
Rx,Eric Amling,https://www.poetryfoundation.org/poems/92067/rx
"from ""Company""",Emily Hunt,https://www.poetryfoundation.org/poems/147023/company
After Noise,Sueyeun Juliette Lee,https://www.poetryfoundation.org/poems/144235/after-noise
Chase Scene,Gabriel Ojeda-Sagué,https://www.poetryfoundation.org/poems/148208/chase-scene
The Thin Man Goes Home,Kit Robinson,https://www.poetryfoundation.org/poems/145394/the-thin-man-goes-home
Love Train,Tomás Q. Morín,https://www.poetryfoundation.org/poetrymagazine/poems/56640/love-train
Ode for the American Dead in Asia,Thomas McGrath,https://www.poetryfoundation.org/poems/52795/ode-for-the-american-dead-in-asia
Reading: An Elegy,Jeanne Larsen,https://www.poetryfoundation.org/poetrymagazine/poems/151139/reading-an-elegy
Mother of All Balms,Aria Aber,https://www.poetryfoundation.org/poetrymagazine/poems/150750/mother-of-all-balms
da  s,Jennifer Scappettone,https://www.poetryfoundation.org/poems/53657/-da-s
Will,Trevino L. Brings Plenty,https://www.poetryfoundation.org/poetrymagazine/poems/146690/will-5af07ff9bd3de
The Truth is Concrete,Katie Peterson,https://www.poetryfoundation.org/poems/57767/the-truth-is-concrete
Graduation Day,Matthew Zapruder,https://www.poetryfoundation.org/poems/145215/graduation-day
On Hierophany,Karen An-hwei Lee,https://www.poetryfoundation.org/poetrymagazine/poems/56898/on-hierophany
Theories of the Soul,Karen An-hwei Lee,https://www.poetryfoundation.org/poetrymagazine/poems/54551/theories-of-the-soul
Invictus,William Ernest Henley,https://www.poetryfoundation.org/poems/51642/invictus
An American Sunrise,Joy Harjo,https://www.poetryfoundation.org/poetrymagazine/poems/92063/an-american-sunrise
April Snow,Matthew Zapruder,https://www.poetryfoundation.org/poems/54300/april-snow-56d2347c8966b
Golden Hour,Kimberly Casey,https://www.poetryfoundation.org/poetrymagazine/poems/156058/golden-hour
Pig-In-A-Blanket,Matthew Rohrer,https://www.poetryfoundation.org/poems/54439/pig-in-a-blanket
To Elsie,William Carlos Williams,https://www.poetryfoundation.org/poems/46485/to-elsie
Goodbye 14,Emily Sieu Liebowitz,https://www.poetryfoundation.org/poems/150321/from-the-goodbyes
Spring and Fall,Gerard Manley Hopkins,https://www.poetryfoundation.org/poems/44400/spring-and-fall
Be More Like Björk,Camille Guthrie,https://www.poetryfoundation.org/poems/92752/be-more-like-bjork
Cinque Terre,Jon Pineda,https://www.poetryfoundation.org/poems/57771/cinque-terre
The Tyger,William Blake,https://www.poetryfoundation.org/poems/43687/the-tyger
praise song,Nate Marshall,https://www.poetryfoundation.org/poetrymagazine/poems/56473/praise-song-56d239012cbcd
The Amaranth,Matthew Rohrer,https://www.poetryfoundation.org/poems/54436/the-amaranth
Sonnet 106: When in the chronicle of wasted time,William Shakespeare,https://www.poetryfoundation.org/poems/45102/sonnet-106-when-in-the-chronicle-of-wasted-time
Visions at 74,Frank Bidart,https://www.poetryfoundation.org/poems/58042/visions-at-74
How Dark the Beginning,Maggie Smith,https://www.poetryfoundation.org/poetrymagazine/poems/152103/how-dark-the-beginning
On the Meeting of Garcia Lorca and Hart Crane,Philip Levine,https://www.poetryfoundation.org/poems/52174/on-the-meeting-of-garcia-lorca-and-hart-crane
Eros Turannos,Edwin Arlington Robinson,https://www.poetryfoundation.org/poetrymagazine/poems/12839/eros-turannos
Cold Sore Lip Red Coat,Hoa Nguyen,https://www.poetryfoundation.org/poems/144232/cold-sore-lip-red-coat
The Demon,Jennifer Firestone,https://www.poetryfoundation.org/poems/145392/the-demon-5a57df5aa8431
Many in the Darkness,Thomas McGrath,https://www.poetryfoundation.org/poems/53116/many-in-the-darkness
Fast Gas,Dorianne Laux,https://www.poetryfoundation.org/poems/58325/fast-gas
Craw,Atsuro Riley,https://www.poetryfoundation.org/poetrymagazine/poems/54554/craw
Eating Chocolate Ice Cream: Reading Mayakovsky,Barbara Guest,https://www.poetryfoundation.org/poems/53131/eating-chocolate-ice-cream-reading-mayakovsky
The Storm-struck Tree,Jessica Greenbaum,https://www.poetryfoundation.org/poetrymagazine/poems/56246/the-storm-struck-tree
The House Gift,Joanie Mackowski,https://www.poetryfoundation.org/poetrymagazine/poems/42369/the-house-gift
jesus knew,Nick Flynn,https://www.poetryfoundation.org/poems/51084/jesus-knew
Fault Whispers,Mark Tardi,https://www.poetryfoundation.org/poems/148065/fault-whispers
Heroic Simile,Robert Hass,https://www.poetryfoundation.org/poems/49570/heroic-simile
Lark & Merlin,Tom Pickard,https://www.poetryfoundation.org/poetrymagazine/poems/54213/lark-merlin
Canada Anemone,Fleda Brown,https://www.poetryfoundation.org/poetrymagazine/poems/46493/canada-anemone
The Fall of 1992,Randall Mann,https://www.poetryfoundation.org/poetrymagazine/poems/53497/the-fall-of-1992
Family,Josephine Miles,https://www.poetryfoundation.org/poems/46822/family
On Visiting the Franklin Park Conservatory & Botanical Gardens,Khaty Xiong,https://www.poetryfoundation.org/poetrymagazine/poems/142847/on-visiting-the-franklin-park-conservatory-botanical-gardens
"Matisse, Too",Alicia Ostriker,https://www.poetryfoundation.org/poetrymagazine/poems/48942/matisse-too
Love (III),George Herbert,https://www.poetryfoundation.org/poems/44367/love-iii
Conversation with Slugs and Sarah,Jennifer Chang,https://www.poetryfoundation.org/poetrymagazine/poems/54275/conversation-with-slugs-and-sarah
Wave Trough,Robert Fernandez,https://www.poetryfoundation.org/poems/54956/wave-trough
the originator,LaTasha N. Nevada Diggs,https://www.poetryfoundation.org/poems/56494/the-originator
Speculative Realism,Bradley Trumpfheller,https://www.poetryfoundation.org/poetrymagazine/poems/153510/speculative-realism
América,Sarah María Medina,https://www.poetryfoundation.org/poetrymagazine/poems/151136/amrica
Korean Mums,James Schuyler,https://www.poetryfoundation.org/poetrymagazine/poems/33328/korean-mums
Where the Wild Things Go,D. Gilson,https://www.poetryfoundation.org/poetrymagazine/poems/118555/where-the-wild-things-go
Where Are the Days of Tobias,Sarah Gridley,https://www.poetryfoundation.org/poetrymagazine/poems/147860/where-are-the-days-of-tobias
Five Chinese Verses,Wendy Xu,https://www.poetryfoundation.org/poetrymagazine/poems/145165/five-chinese-verses
Hutch,Atsuro Riley,https://www.poetryfoundation.org/poetrymagazine/poems/49960/hutch-56d22c96ea298
And Day Brought Back My Night,Geoffrey Brock,https://www.poetryfoundation.org/poetrymagazine/poems/42227/and-day-brought-back-my-night
Nude Descending,Alicia Ostriker,https://www.poetryfoundation.org/poems/42616/nude-descending
If You Are Over Staying Woke,Morgan Parker,https://www.poetryfoundation.org/poems/58028/if-you-are-over-staying-woke
The Definition of Love,Andrew Marvell,https://www.poetryfoundation.org/poems/44679/the-definition-of-love
Skyland,Brenda Iijima,https://www.poetryfoundation.org/poems/53650/skyland
How to Triumph Like a Girl,Ada Limón,https://www.poetryfoundation.org/poems/149814/how-to-triumph-like-a-girl
We Have Trees Now,Prageeta Sharma,https://www.poetryfoundation.org/poems/57803/we-have-trees-now
LISP,sam sax,https://www.poetryfoundation.org/poetrymagazine/poems/147630/lisp
Hidden,Keith Waldrop,https://www.poetryfoundation.org/poems/53640/hidden
The Beautiful,Roddy Lumsden,https://www.poetryfoundation.org/poetrymagazine/poems/51938/the-beautiful
Compline,Philip Metres,https://www.poetryfoundation.org/poetrymagazine/poems/55296/compline
The Watchman of Ephraim,Paul Hoover,https://www.poetryfoundation.org/poetrymagazine/poems/54400/the-watchman-of-ephraim
On Immigration,Prageeta Sharma,https://www.poetryfoundation.org/poems/57808/on-immigration
Dedication for a Plot of Ground,William Carlos Williams,https://www.poetryfoundation.org/poems/45499/dedication-for-a-plot-of-ground
My Mother Contemplating Her Gun,Nick Flynn,https://www.poetryfoundation.org/poems/51623/my-mother-contemplating-her-gun
